,id,proto,srcip,dstip,srcport,dstport,payload_size,shannon,bien,tbien,flow
1049,Zpi2GHwBASTB4nx9JQ6-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6035030120090338,0.4573758153233245,0.9837911083823752,127.0.0.1:1151 -> 127.0.0.1:8088
1051,api2GHwBASTB4nx9JQ6-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6132304533983818,0.9266853990331392,0.9855006812157884,127.0.0.1:1151 -> 127.0.0.1:8088
1053,bpi2GHwBASTB4nx9JQ6-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6079131513672191,0.9353299914269988,0.9863960418124142,127.0.0.1:1151 -> 127.0.0.1:8088
1055,cpi2GHwBASTB4nx9JQ6-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6017371015445604,0.001866835359863,0.9440582173359168,127.0.0.1:1151 -> 127.0.0.1:8088
1057,dpi2GHwBASTB4nx9JQ6-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6105753752508457,0.2344626473068305,0.9779367709223576,127.0.0.1:1151 -> 127.0.0.1:8088
1059,epi2GHwBASTB4nx9Jg51,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5850045665721582,0.2345442775626147,0.9734968493717052,127.0.0.1:1151 -> 127.0.0.1:8088
1061,fpi2GHwBASTB4nx9Jg51,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5891546396019324,0.0001192058563633,0.9275900540406988,127.0.0.1:1151 -> 127.0.0.1:8088
1063,gpi2GHwBASTB4nx9Jg51,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6243363453423671,0.4573848520708496,0.9826287645121532,127.0.0.1:1151 -> 127.0.0.1:8088
1065,hpi2GHwBASTB4nx9Jg51,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5768810887628777,0.4584871496578516,0.9832165688008216,127.0.0.1:1151 -> 127.0.0.1:8088
1067,ipi2GHwBASTB4nx9Jg51,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6019061941650569,0.4530445521828615,0.9791870995021076,127.0.0.1:1151 -> 127.0.0.1:8088
1069,jpi2GHwBASTB4nx9Jg51,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6087113453423673,0.2368464207865946,0.9785976484550148,127.0.0.1:1151 -> 127.0.0.1:8088
1071,kpi2GHwBASTB4nx9Jg51,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5909693948415679,0.9329502440929524,0.9873246279572464,127.0.0.1:1151 -> 127.0.0.1:8088
1073,lpi2GHwBASTB4nx9Jg51,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6076530850388081,0.4498061182677937,0.9788628853589276,127.0.0.1:1151 -> 127.0.0.1:8088
1075,mpi2GHwBASTB4nx9Jg51,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6113668533835844,0.4700484256184291,0.9765983733462588,127.0.0.1:1151 -> 127.0.0.1:8088
1077,npi2GHwBASTB4nx9Jg51,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5949432295147553,0.9266247154277836,0.98586193356201,127.0.0.1:1151 -> 127.0.0.1:8088
1079,opi2GHwBASTB4nx9Jg51,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5802675211204852,0.0605989862219657,0.9713920812686758,127.0.0.1:1151 -> 127.0.0.1:8088
1081,ppi2GHwBASTB4nx9Jg51,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5868614507445463,0.9355223979870058,0.9819289360558018,127.0.0.1:1151 -> 127.0.0.1:8088
1083,qpi2GHwBASTB4nx9Jg51,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5805527281749012,0.4600499362621814,0.9832055527570802,127.0.0.1:1151 -> 127.0.0.1:8088
1085,rpi2GHwBASTB4nx9Jg51,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.592977376644538,0.4578192845888623,0.9828968401271176,127.0.0.1:1151 -> 127.0.0.1:8088
1087,spi2GHwBASTB4nx9Jg51,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5979072187658646,0.4603796623494275,0.9817045826076,127.0.0.1:1151 -> 127.0.0.1:8088
1089,tpi2GHwBASTB4nx9Jg51,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6036541096396157,0.4615395938719543,0.983769354977886,127.0.0.1:1151 -> 127.0.0.1:8088
1090,hpi2GHwBASTB4nx9HQyn,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5908003022210714,0.2452447133901144,0.9809088278189052,127.0.0.1:1151 -> 127.0.0.1:8088
1092,ipi2GHwBASTB4nx9HQyn,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5906913335232422,0.9485500475907432,0.9781610683759976,127.0.0.1:1151 -> 127.0.0.1:8088
1094,jpi2GHwBASTB4nx9HQyn,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5882470470352742,0.926668557742962,0.9834821940798848,127.0.0.1:1151 -> 127.0.0.1:8088
1096,kpi2GHwBASTB4nx9HQyn,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6079131513672192,0.9485905525223088,0.9848019775002612,127.0.0.1:1151 -> 127.0.0.1:8088
1098,lpi2GHwBASTB4nx9HQyn,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6236888191041201,0.9505571820823296,0.9857092534270274,127.0.0.1:1151 -> 127.0.0.1:8088
1100,mpi2GHwBASTB4nx9HQyn,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5500156575013772,0.950756321830012,0.9895750632695514,127.0.0.1:1151 -> 127.0.0.1:8088
1102,npi2GHwBASTB4nx9HQyn,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6146581786218622,0.2335115300361462,0.9732640232163484,127.0.0.1:1151 -> 127.0.0.1:8088
1104,opi2GHwBASTB4nx9HQyn,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5966490160565615,0.935025354162202,0.9865058514106474,127.0.0.1:1151 -> 127.0.0.1:8088
1106,ppi2GHwBASTB4nx9HQyn,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5513524090169429,0.9352343271480268,0.9843395661167932,127.0.0.1:1151 -> 127.0.0.1:8088
1108,qpi2GHwBASTB4nx9HQyn,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5378695002437471,0.9442782258510654,0.9860105024976292,127.0.0.1:1151 -> 127.0.0.1:8088
1110,rpi2GHwBASTB4nx9HQyn,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5960086355544048,0.9299312415130758,0.9835106345476702,127.0.0.1:1151 -> 127.0.0.1:8088
1112,spi2GHwBASTB4nx9HQyn,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5818714847005526,0.933369511321684,0.9875564235172772,127.0.0.1:1151 -> 127.0.0.1:8088
1114,tpi2GHwBASTB4nx9HQyn,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6141380459650401,0.9266893652126224,0.9866731530314684,127.0.0.1:1151 -> 127.0.0.1:8088
1116,upi2GHwBASTB4nx9HQyn,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5887183349169345,0.4574438440064658,0.9812884775057736,127.0.0.1:1151 -> 127.0.0.1:8088
1118,vpi2GHwBASTB4nx9HQyn,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5958086931486609,0.9509284449155412,0.9877363897613702,127.0.0.1:1151 -> 127.0.0.1:8088
1120,wpi2GHwBASTB4nx9HQyn,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5926988854325311,0.4526669171630583,0.9768542215546814,127.0.0.1:1151 -> 127.0.0.1:8088
1121,gpi2GHwBASTB4nx9HAzh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6015788581778881,0.1164693736046852,0.969592987960122,127.0.0.1:1151 -> 127.0.0.1:8088
1123,w5i2GHwBASTB4nx9HwyF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6032429456806226,0.1136514957174114,0.9736761587923708,127.0.0.1:1151 -> 127.0.0.1:8088
1125,x5i2GHwBASTB4nx9HwyF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5937647213658616,0.459307704935999,0.9854647382044956,127.0.0.1:1151 -> 127.0.0.1:8088
1127,y5i2GHwBASTB4nx9HwyF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5845754076232506,0.118113933256755,0.9752385173016576,127.0.0.1:1151 -> 127.0.0.1:8088
1129,z5i2GHwBASTB4nx9HwyF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.601059155414747,0.9523494730686564,0.9861457174196154,127.0.0.1:1151 -> 127.0.0.1:8088
1131,05i2GHwBASTB4nx9HwyF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6045195732735212,0.9265857132605528,0.9860100591897174,127.0.0.1:1151 -> 127.0.0.1:8088
1133,15i2GHwBASTB4nx9HwyF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6082149167347021,0.9372560726739416,0.9838799177245138,127.0.0.1:1151 -> 127.0.0.1:8088
1136,BJi2GHwBASTB4nx9Hw21,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6090803803686076,0.9265828116667512,0.985715512738376,127.0.0.1:1151 -> 127.0.0.1:8088
1138,CJi2GHwBASTB4nx9Hw21,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6118448571076539,0.4533993571519879,0.97330248379005,127.0.0.1:1151 -> 127.0.0.1:8088
1139,25i2GHwBASTB4nx9HwyF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5872304857707867,0.120725323905341,0.9730962455707032,127.0.0.1:1151 -> 127.0.0.1:8088
1142,DJi2GHwBASTB4nx9Hw21,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6124739584623055,0.9488184042882468,0.9869767734464938,127.0.0.1:1151 -> 127.0.0.1:8088
1144,EJi2GHwBASTB4nx9Hw21,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6016461278366457,0.458834174132595,0.9827336360746176,127.0.0.1:1151 -> 127.0.0.1:8088
1146,FJi2GHwBASTB4nx9Hw21,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5794271982125846,0.948551120624567,0.9891923030782062,127.0.0.1:1151 -> 127.0.0.1:8088
1149,GJi2GHwBASTB4nx9Hw21,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5823427725822129,0.9508619518011808,0.987912713993752,127.0.0.1:1151 -> 127.0.0.1:8088
1152,Xpi2GHwBASTB4nx9IQ3l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5929101069857804,0.2437525878844449,0.975611870676488,127.0.0.1:1151 -> 127.0.0.1:8088
1154,Ypi2GHwBASTB4nx9IQ3l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6002605315459179,0.926019324851751,0.9855102439650228,127.0.0.1:1151 -> 127.0.0.1:8088
1156,xpi2GHwBASTB4nx9Kg9h,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5920697840778797,0.4695204283589904,0.9797583764461064,127.0.0.1:1151 -> 127.0.0.1:8088
1158,ypi2GHwBASTB4nx9Kg9h,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5925060887628777,0.0601946083642935,0.9713410254701488,127.0.0.1:1151 -> 127.0.0.1:8088
1160,zpi2GHwBASTB4nx9Kg9h,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.574109896181422,0.0305267107748333,0.9662454774652128,127.0.0.1:1151 -> 127.0.0.1:8088
1162,0pi2GHwBASTB4nx9Kg9h,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6162128675330866,0.4572498033110423,0.981379227760601,127.0.0.1:1151 -> 127.0.0.1:8088
1165,1pi2GHwBASTB4nx9Kg9h,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6130120861090423,0.9485069946295004,0.9858578370810464,127.0.0.1:1151 -> 127.0.0.1:8088
1167,2pi2GHwBASTB4nx9Kg9h,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5885071133636853,0.9334970624160202,0.9874465646062388,127.0.0.1:1151 -> 127.0.0.1:8088
1169,3pi2GHwBASTB4nx9Kg9h,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6071400981180761,0.9486627862705492,0.9844283522062972,127.0.0.1:1151 -> 127.0.0.1:8088
1171,4pi2GHwBASTB4nx9Kg9h,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.566415577321049,0.4597812092110921,0.9810866104879536,127.0.0.1:1151 -> 127.0.0.1:8088
1173,5pi2GHwBASTB4nx9Kg9h,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6284864183721414,0.9424296652117694,0.9847984435748648,127.0.0.1:1151 -> 127.0.0.1:8088
1174,opi2GHwBASTB4nx9Kg9g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.564818759477072,0.1181513075267451,0.9733821305427356,127.0.0.1:1151 -> 127.0.0.1:8088
1176,ppi2GHwBASTB4nx9Kg9g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6228906251289721,0.9351478466147966,0.9884884330469492,127.0.0.1:1151 -> 127.0.0.1:8088
1178,qpi2GHwBASTB4nx9Kg9g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5882891759680269,0.9261400750220148,0.985870465202038,127.0.0.1:1151 -> 127.0.0.1:8088
1180,rpi2GHwBASTB4nx9Kg9g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6183298180338859,0.2448312934429303,0.9810849662552013,127.0.0.1:1151 -> 127.0.0.1:8088
1183,8pi2GHwBASTB4nx9Kw_F,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5667244884246222,0.950789772236503,0.9877690729781872,127.0.0.1:1151 -> 127.0.0.1:8088
1185,9pi2GHwBASTB4nx9Kw_F,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5765537527757089,0.9507014757415282,0.984197583068027,127.0.0.1:1151 -> 127.0.0.1:8088
1187,-pi2GHwBASTB4nx9Kw_F,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5965888921338943,0.4537446511198714,0.9776807519437734,127.0.0.1:1151 -> 127.0.0.1:8088
1189,_pi2GHwBASTB4nx9Kw_F,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5891546396019325,0.9487374683190248,0.984611681453289,127.0.0.1:1151 -> 127.0.0.1:8088
1191,Api2GHwBASTB4nx9KxDF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6002605315459179,0.950000643599082,0.9836711229197136,127.0.0.1:1151 -> 127.0.0.1:8088
1193,Bpi2GHwBASTB4nx9KxDF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5952032958431664,0.950601612448116,0.9891598166509596,127.0.0.1:1151 -> 127.0.0.1:8088
1195,Cpi2GHwBASTB4nx9KxDF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5860632567693983,0.2354237628974021,0.9770275569779142,127.0.0.1:1151 -> 127.0.0.1:8088
1197,Dpi2GHwBASTB4nx9KxDF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6144398113325228,0.9347569615956512,0.9673144769768506,127.0.0.1:1151 -> 127.0.0.1:8088
1199,Epi2GHwBASTB4nx9KxDF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6060979662339028,0.9352023430331105,0.9881450872949512,127.0.0.1:1151 -> 127.0.0.1:8088
1200,Lpi2GHwBASTB4nx9LBCJ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5686903412948395,0.9485880662641204,0.9840625466198082,127.0.0.1:1151 -> 127.0.0.1:8088
1202,Mpi2GHwBASTB4nx9LBCJ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6248327739500323,0.2437246121251905,0.9772705924683652,127.0.0.1:1151 -> 127.0.0.1:8088
1204,Npi2GHwBASTB4nx9LBCJ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5900438072849951,0.9352954249147514,0.987407189019461,127.0.0.1:1151 -> 127.0.0.1:8088
1206,Opi2GHwBASTB4nx9LBCJ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5976471524374534,0.9507827064065516,0.9854647854592576,127.0.0.1:1151 -> 127.0.0.1:8088
1208,Ppi2GHwBASTB4nx9LBCJ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6222615237743206,0.937351901624774,0.9815752807570532,127.0.0.1:1151 -> 127.0.0.1:8088
1210,Qpi2GHwBASTB4nx9LBCJ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5995713062685991,0.1209377909471715,0.9759732400621842,127.0.0.1:1151 -> 127.0.0.1:8088
1212,Rpi2GHwBASTB4nx9LBCJ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6151963062685991,0.950601396476906,0.9872967925137908,127.0.0.1:1151 -> 127.0.0.1:8088
1214,Spi2GHwBASTB4nx9LBCJ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6016461278366456,0.9423884868817444,0.9834640497756576,127.0.0.1:1151 -> 127.0.0.1:8088
1216,Tpi2GHwBASTB4nx9LBCJ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.600520597874329,0.4569284345583895,0.9817996325007646,127.0.0.1:1151 -> 127.0.0.1:8088
1218,Upi2GHwBASTB4nx9LBCJ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6379954924721498,0.9266280343523736,0.9845278870515364,127.0.0.1:1151 -> 127.0.0.1:8088
1220,Vpi2GHwBASTB4nx9LBCJ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.617591318087724,0.4596808693832077,0.9834530052356476,127.0.0.1:1151 -> 127.0.0.1:8088
1222,Wpi2GHwBASTB4nx9LBCJ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6013860615082345,0.9487840566706992,0.9870185445441562,127.0.0.1:1151 -> 127.0.0.1:8088
1225,Gpi2GHwBASTB4nx9KxDF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5699181241125761,0.9398534282393392,0.9866731744075876,127.0.0.1:1151 -> 127.0.0.1:8088
1228,Hpi2GHwBASTB4nx9KxDF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6166003274429226,0.4596976509726445,0.9717770661038716,127.0.0.1:1151 -> 127.0.0.1:8088
1230,Ipi2GHwBASTB4nx9KxDF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5980767412800421,0.2437506430712123,0.9795236548487324,127.0.0.1:1151 -> 127.0.0.1:8088
1232,Jpi2GHwBASTB4nx9KxDF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.625873039263677,0.9512285395741056,0.9867933885344736,127.0.0.1:1151 -> 127.0.0.1:8088
1234,Kpi2GHwBASTB4nx9KxDF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6057360769437526,0.0602986722787658,0.967355514875344,127.0.0.1:1151 -> 127.0.0.1:8088
1235,35i2GHwBASTB4nx9HwyF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6008896329005693,0.4597628544745195,0.9811166053988106,127.0.0.1:1151 -> 127.0.0.1:8088
1237,45i2GHwBASTB4nx9HwyF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6037630783374449,0.4530446978624177,0.9804295462476758,127.0.0.1:1151 -> 127.0.0.1:8088
1239,55i2GHwBASTB4nx9HwyF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5907330325623138,0.0601630628567943,0.9678724069648948,127.0.0.1:1151 -> 127.0.0.1:8088
1241,65i2GHwBASTB4nx9HwyF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6111135028975824,0.4706459962074145,0.9826583609768896,127.0.0.1:1151 -> 127.0.0.1:8088
1243,75i2GHwBASTB4nx9HwyF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5866686540748928,0.243052786825193,0.9778349906315258,127.0.0.1:1151 -> 127.0.0.1:8088
1245,85i2GHwBASTB4nx9HwyF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6095768089762726,0.950594327022692,0.98864792509375,127.0.0.1:1151 -> 127.0.0.1:8088
1247,95i2GHwBASTB4nx9HwyF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5803836355544048,0.4570632106431527,0.9818122085525236,127.0.0.1:1151 -> 127.0.0.1:8088
1249,-5i2GHwBASTB4nx9HwyF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5814001968188921,0.9458014366360262,0.9868344916482908,127.0.0.1:1151 -> 127.0.0.1:8088
1251,_5i2GHwBASTB4nx9HwyF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6119538258054832,0.4705321344468371,0.9822267803546758,127.0.0.1:1151 -> 127.0.0.1:8088
1253,Qpi2GHwBASTB4nx9IQ3l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6007806642027401,0.2356687253812187,0.9739767415681738,127.0.0.1:1151 -> 127.0.0.1:8088
1255,Rpi2GHwBASTB4nx9IQ3l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6180513268218791,0.4583011796820577,0.9828830887441472,127.0.0.1:1151 -> 127.0.0.1:8088
1257,Spi2GHwBASTB4nx9IQ3l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5916406251289722,0.1204890645350387,0.9737589893607902,127.0.0.1:1151 -> 127.0.0.1:8088
1259,Tpi2GHwBASTB4nx9IQ3l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6194553479962026,0.9515164316558266,0.9868848189609218,127.0.0.1:1151 -> 127.0.0.1:8088
1261,Upi2GHwBASTB4nx9IQ3l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.618438786731715,0.9534514193049364,0.986304124536612,127.0.0.1:1151 -> 127.0.0.1:8088
1263,Vpi2GHwBASTB4nx9IQ3l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6416070079615062,0.9175258906289006,0.9818615646699268,127.0.0.1:1151 -> 127.0.0.1:8088
1265,HJi2GHwBASTB4nx9Hw22,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6047195156792652,0.950751683725489,0.9874914228956708,127.0.0.1:1151 -> 127.0.0.1:8088
1266,Wpi2GHwBASTB4nx9IQ3l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6066782228133922,0.1203749830439115,0.9744639331228084,127.0.0.1:1151 -> 127.0.0.1:8088
1268,mJi2GHwBASTB4nx9Ewn9,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6103754328451018,0.4574964366315567,0.9827982227405104,127.0.0.1:1151 -> 127.0.0.1:8088
1270,nJi2GHwBASTB4nx9Ewn9,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6077620537366374,0.2360199627635008,0.9801465706837492,127.0.0.1:1151 -> 127.0.0.1:8088
1272,oJi2GHwBASTB4nx9Ewn9,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6163639651636685,0.1207742153001067,0.9737062855033658,127.0.0.1:1151 -> 127.0.0.1:8088
1274,pJi2GHwBASTB4nx9Ewn9,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6007878099388304,0.9266249545580127,0.9859745771663764,127.0.0.1:1151 -> 127.0.0.1:8088
1276,qJi2GHwBASTB4nx9Ewn9,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5905402358926602,0.4769936217026096,0.9840945924658372,127.0.0.1:1151 -> 127.0.0.1:8088
1278,tJi2GHwBASTB4nx9Ewn9,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6087530443814387,0.951328102957257,0.9834679903549172,127.0.0.1:1151 -> 127.0.0.1:8088
1280,uJi2GHwBASTB4nx9Ewn9,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6127103207415595,0.9500715565072474,0.9889779466793522,127.0.0.1:1151 -> 127.0.0.1:8088
1283,Y5i2GHwBASTB4nx9Ewmd,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5832570809912804,0.9373595549190143,0.9837869277095544,127.0.0.1:1151 -> 127.0.0.1:8088
1284,xJi2GHwBASTB4nx9Ewn9,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6135506436494602,0.950664473008672,0.9885641376608256,127.0.0.1:1151 -> 127.0.0.1:8088
1286,yJi2GHwBASTB4nx9Ewn9,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5923971200650484,0.4600928371657308,0.9821859154072404,127.0.0.1:1151 -> 127.0.0.1:8088
1288,Z5i2GHwBASTB4nx9Ewmd,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5899949625098332,0.9513344271252244,0.9897505013343876,127.0.0.1:1151 -> 127.0.0.1:8088
1290,a5i2GHwBASTB4nx9Ewmd,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5567791096396157,0.9447363804406256,0.9860398266618052,127.0.0.1:1151 -> 127.0.0.1:8088
1292,0Ji2GHwBASTB4nx9Ewn9,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5759317971571477,0.9529348888752068,0.988137170387822,127.0.0.1:1151 -> 127.0.0.1:8088
1293,b5i2GHwBASTB4nx9Ewmd,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6018156503508233,0.4615765508025266,0.9836899159975134,127.0.0.1:1151 -> 127.0.0.1:8088
1295,c5i2GHwBASTB4nx9Ewmd,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6047796396019324,0.4600914858896846,0.9796522068461636,127.0.0.1:1151 -> 127.0.0.1:8088
1297,d5i2GHwBASTB4nx9Ewmd,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5911621915112215,0.9490246114608072,0.9862674965988912,127.0.0.1:1151 -> 127.0.0.1:8088
1299,e5i2GHwBASTB4nx9Ewmd,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6052997722587548,0.9405724015693108,0.9824784858857852,127.0.0.1:1151 -> 127.0.0.1:8088
1301,f5i2GHwBASTB4nx9Ewmd,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6291155197267929,0.4710248551772941,0.98043079621331,127.0.0.1:1151 -> 127.0.0.1:8088
1303,g5i2GHwBASTB4nx9Ewmd,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5801836931486608,0.453977111212654,0.9805117364835556,127.0.0.1:1151 -> 127.0.0.1:8088
1305,h5i2GHwBASTB4nx9Ewmd,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6070055588005611,0.951550957650158,0.9866787161536512,127.0.0.1:1151 -> 127.0.0.1:8088
1307,i5i2GHwBASTB4nx9Ewmd,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6054271658401796,0.459645650068637,0.9804855699105536,127.0.0.1:1151 -> 127.0.0.1:8088
1309,j5i2GHwBASTB4nx9Ewmd,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5959597907792428,0.9507879217473488,0.9869930465622848,127.0.0.1:1151 -> 127.0.0.1:8088
1311,k5i2GHwBASTB4nx9Ewmd,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5976471524374534,0.951540173584374,0.984926173852122,127.0.0.1:1151 -> 127.0.0.1:8088
1313,1pi2GHwBASTB4nx9FQmx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5578445156792652,0.9256026534818164,0.982641080117956,127.0.0.1:1151 -> 127.0.0.1:8088
1315,2pi2GHwBASTB4nx9FQmx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6033940433112047,0.9254398208241048,0.974875684738414,127.0.0.1:1151 -> 127.0.0.1:8088
1317,3pi2GHwBASTB4nx9FQmx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6244874429729491,0.9503919026813687,0.9844857497422648,127.0.0.1:1151 -> 127.0.0.1:8088
