,id,proto,srcip,dstip,srcport,dstport,payload_size,shannon,bien,tbien,flow
2561,vpi2GHwBASTB4nx9NhKV,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5753192541155631,0.2448189511675594,0.9799100474772208,127.0.0.1:1151 -> 127.0.0.1:8088
2563,wpi2GHwBASTB4nx9NhKV,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5777886813295359,0.0606750121118118,0.9726307419573508,127.0.0.1:1151 -> 127.0.0.1:8088
2565,xpi2GHwBASTB4nx9NhKV,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5966978608317236,0.2443886570792074,0.97864876098384,127.0.0.1:1151 -> 127.0.0.1:8088
2567,ypi2GHwBASTB4nx9NhKV,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6191701409417866,0.4611737472295714,0.9819770757050232,127.0.0.1:1151 -> 127.0.0.1:8088
2569,zpi2GHwBASTB4nx9NhKV,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5796872645409957,0.9333816239833488,0.9875645546835656,127.0.0.1:1151 -> 127.0.0.1:8088
2571,0pi2GHwBASTB4nx9NhKV,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5946230392636769,0.9264096359423796,0.9760160201971888,127.0.0.1:1151 -> 127.0.0.1:8088
2573,1pi2GHwBASTB4nx9NhKV,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5745878999054916,0.4617066016519973,0.9846671464641984,127.0.0.1:1151 -> 127.0.0.1:8088
2575,2pi2GHwBASTB4nx9NhKV,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5960086355544048,0.0605127912168859,0.9695614354314992,127.0.0.1:1151 -> 127.0.0.1:8088
2577,lpi2GHwBASTB4nx9NhIG,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6071145274983901,0.2366415768602902,0.9788527110596972,127.0.0.1:1151 -> 127.0.0.1:8088
2579,mpi2GHwBASTB4nx9NhIG,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5919679611161408,0.9512882112625118,0.986683494573492,127.0.0.1:1151 -> 127.0.0.1:8088
2581,npi2GHwBASTB4nx9NhIG,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.574109896181422,0.9421606210692308,0.9849966507172424,127.0.0.1:1151 -> 127.0.0.1:8088
2582,3pi2GHwBASTB4nx9PBIx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6022263844161352,0.9442806170967324,0.987483800911752,127.0.0.1:1151 -> 127.0.0.1:8088
2584,4pi2GHwBASTB4nx9PBIx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5981435810451186,0.9534650255897918,0.9886424422560814,127.0.0.1:1151 -> 127.0.0.1:8088
2586,5pi2GHwBASTB4nx9PBIx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6011681241125761,0.0300519665307485,0.9663999722009936,127.0.0.1:1151 -> 127.0.0.1:8088
2588,6pi2GHwBASTB4nx9PBIx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.584895597874329,0.9530751670737392,0.9873217317852728,127.0.0.1:1151 -> 127.0.0.1:8088
2590,7pi2GHwBASTB4nx9PBIx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.599311239940188,0.4578643926509684,0.9841982148093192,127.0.0.1:1151 -> 127.0.0.1:8088
2592,8pi2GHwBASTB4nx9PBIx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6150980370654565,0.9505712262406864,0.9849520731558068,127.0.0.1:1151 -> 127.0.0.1:8088
2594,9pi2GHwBASTB4nx9PBIx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5785196056459263,0.9290499651599274,0.9722411375036852,127.0.0.1:1151 -> 127.0.0.1:8088
2596,-pi2GHwBASTB4nx9PBIx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5544859207822297,0.9489836925069834,0.9885351493449644,127.0.0.1:1151 -> 127.0.0.1:8088
2598,_pi2GHwBASTB4nx9PBIx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6231269874082261,0.0150357530423107,0.9632526418002638,127.0.0.1:1151 -> 127.0.0.1:8088
2600,Api2GHwBASTB4nx9PBMx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6210938648792512,0.9447316500687484,0.98604722660029,127.0.0.1:1151 -> 127.0.0.1:8088
2602,Bpi2GHwBASTB4nx9PBMx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5864322917956387,0.950745586451108,0.988344412106232,127.0.0.1:1151 -> 127.0.0.1:8088
2604,Cpi2GHwBASTB4nx9PBMx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6077620537366373,0.9397989771689932,0.984742754354392,127.0.0.1:1151 -> 127.0.0.1:8088
2607,Hpi2GHwBASTB4nx9PBOh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6128614183721415,0.2437493694664042,0.980920669248294,127.0.0.1:1151 -> 127.0.0.1:8088
2609,Ipi2GHwBASTB4nx9PBOh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5926571863934597,0.9204932446060922,0.9822929602200438,127.0.0.1:1151 -> 127.0.0.1:8088
2611,Dpi2GHwBASTB4nx9PBMx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5918097177494686,0.461553075529098,0.9841059787064996,127.0.0.1:1151 -> 127.0.0.1:8088
2613,Epi2GHwBASTB4nx9PBMx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6204046396019325,0.0297163681950554,0.9602396755249362,127.0.0.1:1151 -> 127.0.0.1:8088
2615,Jpi2GHwBASTB4nx9PBOh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5777886813295359,0.9424160904349956,0.9875722775604728,127.0.0.1:1151 -> 127.0.0.1:8088
2617,Kpi2GHwBASTB4nx9PBOh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5732695732735212,0.4711537726849337,0.9813108167347284,127.0.0.1:1151 -> 127.0.0.1:8088
2619,Lpi2GHwBASTB4nx9PBOh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5866923581240499,0.9530010349427104,0.9894338189486936,127.0.0.1:1151 -> 127.0.0.1:8088
2620,Fpi2GHwBASTB4nx9PBMx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5668267412800421,0.9506771469082536,0.9869284126639126,127.0.0.1:1151 -> 127.0.0.1:8088
2622,Gpi2GHwBASTB4nx9PBMx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5699669688877381,0.948714760061636,0.9874132232166116,127.0.0.1:1151 -> 127.0.0.1:8088
2624,Mpi2GHwBASTB4nx9PBOh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.56118881910412,0.9480961912178822,0.9780273908376796,127.0.0.1:1151 -> 127.0.0.1:8088
2626,Npi2GHwBASTB4nx9PBOh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.604023144665856,0.9514939816604736,0.9883791520639044,127.0.0.1:1151 -> 127.0.0.1:8088
2628,Opi2GHwBASTB4nx9PBOh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5966561617926519,0.4539800656176408,0.978853930735167,127.0.0.1:1151 -> 127.0.0.1:8088
2630,Ppi2GHwBASTB4nx9PBOh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5976054533983817,0.9420643916369932,0.9865658488084325,127.0.0.1:1151 -> 127.0.0.1:8088
2632,Qpi2GHwBASTB4nx9PBOh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6017972254672277,0.0603750329316028,0.9682887163148998,127.0.0.1:1151 -> 127.0.0.1:8088
2634,Rpi2GHwBASTB4nx9PBOh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5947320079615062,0.4754259612965703,0.9817228210932012,127.0.0.1:1151 -> 127.0.0.1:8088
2636,Spi2GHwBASTB4nx9PBOh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5963288258054831,0.9373975398081906,0.9833913605625376,127.0.0.1:1151 -> 127.0.0.1:8088
2638,Tpi2GHwBASTB4nx9PBOh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6158254076232507,0.9456662384125516,0.9860572761829414,127.0.0.1:1151 -> 127.0.0.1:8088
2640,Upi2GHwBASTB4nx9PBOh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.591229461169979,0.9507839558764994,0.9872779946139822,127.0.0.1:1151 -> 127.0.0.1:8088
2642,Vpi2GHwBASTB4nx9PBOh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6047796396019325,0.1202462431222515,0.9714853305962492,127.0.0.1:1151 -> 127.0.0.1:8088
2644,Wpi2GHwBASTB4nx9PBOh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5817620861090421,0.9508887651522968,0.9849093887475548,127.0.0.1:1151 -> 127.0.0.1:8088
2646,Xpi2GHwBASTB4nx9PROt,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5985964440431834,0.9405889626540456,0.98611007052009,127.0.0.1:1151 -> 127.0.0.1:8088
2648,Ypi2GHwBASTB4nx9PROt,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5770923103161268,0.9498631946671344,0.9843026197970371,127.0.0.1:1151 -> 127.0.0.1:8088
2650,Zpi2GHwBASTB4nx9PROt,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6017133974954032,0.4768712008975197,0.9802178080868152,127.0.0.1:1151 -> 127.0.0.1:8088
2652,api2GHwBASTB4nx9PROt,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.593673747657947,0.4487296905833428,0.9698169777111216,127.0.0.1:1151 -> 127.0.0.1:8088
2654,bpi2GHwBASTB4nx9PROt,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5896259274835928,0.9415213850872888,0.9867808741681924,127.0.0.1:1151 -> 127.0.0.1:8088
2656,cpi2GHwBASTB4nx9PROt,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5962198571076539,0.2437911079291875,0.9805861654410376,127.0.0.1:1151 -> 127.0.0.1:8088
2658,dpi2GHwBASTB4nx9PROt,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5880779544147777,0.4596151281002687,0.9831861662423368,127.0.0.1:1151 -> 127.0.0.1:8088
2660,wpi2GHwBASTB4nx9QRS1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6031828217579553,0.91559891563189,0.9795137333062506,127.0.0.1:1151 -> 127.0.0.1:8088
2662,xpi2GHwBASTB4nx9QRS1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6201862723125929,0.1207424082236896,0.974096129269678,127.0.0.1:1151 -> 127.0.0.1:8088
2664,ypi2GHwBASTB4nx9QRS1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5992439702814304,0.4573927738562002,0.9822667355173752,127.0.0.1:1151 -> 127.0.0.1:8088
2666,zpi2GHwBASTB4nx9QRS1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6148761160175207,0.4755891555258213,0.9840152595793252,127.0.0.1:1151 -> 127.0.0.1:8088
2668,2pi2GHwBASTB4nx9QhRB,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6288971524374534,0.4768943214427492,0.981463599753724,127.0.0.1:1151 -> 127.0.0.1:8088
2670,3pi2GHwBASTB4nx9QhRB,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6185410395871351,0.4573256644525025,0.9815831683835714,127.0.0.1:1151 -> 127.0.0.1:8088
2672,4pi2GHwBASTB4nx9QhRB,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6015792880715692,0.9424758307845106,0.9873485136667997,127.0.0.1:1151 -> 127.0.0.1:8088
2674,5pi2GHwBASTB4nx9QhRB,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6110462332388249,0.2437434123737799,0.9802131259342646,127.0.0.1:1151 -> 127.0.0.1:8088
2676,6pi2GHwBASTB4nx9QhRB,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6087113453423671,0.4768667937268075,0.9856521364405938,127.0.0.1:1151 -> 127.0.0.1:8088
2678,7pi2GHwBASTB4nx9QhRB,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5943629729352656,0.0598937271318855,0.9694416811365562,127.0.0.1:1151 -> 127.0.0.1:8088
2680,8pi2GHwBASTB4nx9QhRB,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5904312671948311,0.95021429815781,0.9812485324234304,127.0.0.1:1151 -> 127.0.0.1:8088
2682,9pi2GHwBASTB4nx9QhRB,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6106170742899172,0.4578189813875533,0.983526516999629,127.0.0.1:1151 -> 127.0.0.1:8088
2684,-pi2GHwBASTB4nx9QhRB,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6035030120090338,0.1204958203051198,0.974188373603578,127.0.0.1:1151 -> 127.0.0.1:8088
2686,_pi2GHwBASTB4nx9QhRB,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5785688803147693,0.2345383844551962,0.9765264868413552,127.0.0.1:1151 -> 127.0.0.1:8088
2688,Api2GHwBASTB4nx9QhVB,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5917931594364018,0.9523524678671328,0.9882477194896084,127.0.0.1:1151 -> 127.0.0.1:8088
2690,Bpi2GHwBASTB4nx9QhVB,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5880291096396157,0.9146969258318136,0.9768537424140038,127.0.0.1:1151 -> 127.0.0.1:8088
2692,Cpi2GHwBASTB4nx9QhVB,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5628349116169401,0.4618029930658479,0.9860924012765044,127.0.0.1:1151 -> 127.0.0.1:8088
2694,Dpi2GHwBASTB4nx9QhVB,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6012169688877381,0.9509091862975312,0.9888740953880336,127.0.0.1:1151 -> 127.0.0.1:8088
2696,E5i2GHwBASTB4nx9RRWZ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5753263998516532,0.9529265984975996,0.985763360952563,127.0.0.1:1151 -> 127.0.0.1:8088
2698,F5i2GHwBASTB4nx9RRWZ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5901039312076624,0.9531877357139504,0.9888094019123472,127.0.0.1:1151 -> 127.0.0.1:8088
2700,WJi2GHwBASTB4nx9RRW1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6130120861090423,0.9498785421706708,0.985692260333153,127.0.0.1:1151 -> 127.0.0.1:8088
2701,H5i2GHwBASTB4nx9RRWZ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.598923780030352,0.9205281047031612,0.982778869215032,127.0.0.1:1151 -> 127.0.0.1:8088
2704,ZJi2GHwBASTB4nx9RRW1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6065835455877436,0.1195359824281183,0.971132300524956,127.0.0.1:1151 -> 127.0.0.1:8088
2706,bJi2GHwBASTB4nx9RRW1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5902128999054915,0.9531022645371042,0.9901852433504872,127.0.0.1:1151 -> 127.0.0.1:8088
2707,L5i2GHwBASTB4nx9RRWZ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6174222254672276,0.4726279718231373,0.985297093782582,127.0.0.1:1151 -> 127.0.0.1:8088
2708,dJi2GHwBASTB4nx9RRW1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6101390705658477,0.4598085057605114,0.9749322852847268,127.0.0.1:1151 -> 127.0.0.1:8088
2711,eJi2GHwBASTB4nx9RRW1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6211010106153415,0.448731187964574,0.9750673264256106,127.0.0.1:1151 -> 127.0.0.1:8088
2712,M5i2GHwBASTB4nx9RRWZ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6118865561467256,0.458283054024229,0.9798788566963124,127.0.0.1:1151 -> 127.0.0.1:8088
2714,N5i2GHwBASTB4nx9RRWZ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6127941487133838,0.2344592845398207,0.978136613597812,127.0.0.1:1151 -> 127.0.0.1:8088
2716,fJi2GHwBASTB4nx9RRW1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6073745938268013,0.2369238561531207,0.9779937633390096,127.0.0.1:1151 -> 127.0.0.1:8088
2718,O5i2GHwBASTB4nx9RRWZ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6004604739516618,0.4571329916975807,0.9836161724177768,127.0.0.1:1151 -> 127.0.0.1:8088
2720,P5i2GHwBASTB4nx9RRWZ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6057962008664198,0.4730036881458985,0.9856163650713916,127.0.0.1:1151 -> 127.0.0.1:8088
2723,kpi2GHwBASTB4nx9RxWx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6051069755891011,0.9506039837705066,0.9897582359969014,127.0.0.1:1151 -> 127.0.0.1:8088
2725,lpi2GHwBASTB4nx9RxWx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6191280120090339,0.9456129223450336,0.9852884606561242,127.0.0.1:1151 -> 127.0.0.1:8088
2727,mpi2GHwBASTB4nx9RxWx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5812947818796593,0.9202497164434594,0.980700437113244,127.0.0.1:1151 -> 127.0.0.1:8088
2729,npi2GHwBASTB4nx9RxWx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6069217308287367,0.4595782405711731,0.9828691042026314,127.0.0.1:1151 -> 127.0.0.1:8088
2731,opi2GHwBASTB4nx9RxWx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5670446786757004,0.94471890503574,0.985296429210127,127.0.0.1:1151 -> 127.0.0.1:8088
2733,ppi2GHwBASTB4nx9RxWx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.616145597874329,0.9507553408452548,0.98831598479597,127.0.0.1:1151 -> 127.0.0.1:8088
2734,6pi2GHwBASTB4nx9RxWz,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5975381837396242,0.0603318800955976,0.9699355259033244,127.0.0.1:1151 -> 127.0.0.1:8088
2736,7pi2GHwBASTB4nx9RxWz,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5928935486727135,0.0150216048960686,0.9601224327296886,127.0.0.1:1151 -> 127.0.0.1:8088
2738,8pi2GHwBASTB4nx9RxWz,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6062325055514178,0.458835469764759,0.9827140398752788,127.0.0.1:1151 -> 127.0.0.1:8088
2741,Api2GHwBASTB4nx9Rxaz,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5985547450041117,0.9442527092633892,0.983998225136278,127.0.0.1:1151 -> 127.0.0.1:8088
2743,Bpi2GHwBASTB4nx9Rxaz,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5798635028975824,0.2344470610783301,0.9763386126248378,127.0.0.1:1151 -> 127.0.0.1:8088
2746,UJi2GHwBASTB4nx9RRW0,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.580443759477072,0.1208850619218254,0.9763508590483784,127.0.0.1:1151 -> 127.0.0.1:8088
2749,VJi2GHwBASTB4nx9RRW1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5729422372863525,0.4573076600136769,0.9829056309813072,127.0.0.1:1151 -> 127.0.0.1:8088
2750,G5i2GHwBASTB4nx9RRWZ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5878470124646488,0.9507503104474768,0.9885589836630202,127.0.0.1:1151 -> 127.0.0.1:8088
2752,XJi2GHwBASTB4nx9RRW1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6111973308694069,0.9401424745556964,0.9866167315461132,127.0.0.1:1151 -> 127.0.0.1:8088
2754,I5i2GHwBASTB4nx9RRWZ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.567673780030352,0.2367459846150063,0.976501308722616,127.0.0.1:1151 -> 127.0.0.1:8088
2755,YJi2GHwBASTB4nx9RRW1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5846355315459179,0.9428216485365628,0.9810023783766672,127.0.0.1:1151 -> 127.0.0.1:8088
2758,J5i2GHwBASTB4nx9RRWZ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6045195732735212,0.4598810009260308,0.9827141353014136,127.0.0.1:1151 -> 127.0.0.1:8088
2760,aJi2GHwBASTB4nx9RRW1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6147671473196915,0.4574585168258197,0.9823039102515256,127.0.0.1:1151 -> 127.0.0.1:8088
2762,K5i2GHwBASTB4nx9RRWZ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6130120861090423,0.2330539267013985,0.9580085936719814,127.0.0.1:1151 -> 127.0.0.1:8088
2765,cJi2GHwBASTB4nx9RRW1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6068544611699791,0.9259755222302524,0.9845125484939822,127.0.0.1:1151 -> 127.0.0.1:8088
2768,gJi2GHwBASTB4nx9RRW1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5925970624707922,0.9499071279251988,0.9856103842386122,127.0.0.1:1151 -> 127.0.0.1:8088
2770,hJi2GHwBASTB4nx9RRW1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6219341877871519,0.9424497737852692,0.9825871964334244,127.0.0.1:1151 -> 127.0.0.1:8088
2772,Q5i2GHwBASTB4nx9RRWZ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6113247244508316,0.9265948942503264,0.985091712778081,127.0.0.1:1151 -> 127.0.0.1:8088
2774,R5i2GHwBASTB4nx9RRWZ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5890945156792652,0.4754364786334943,0.982384425293334,127.0.0.1:1151 -> 127.0.0.1:8088
2775,iJi2GHwBASTB4nx9RRW1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5811149897644762,0.950148589870912,0.9877880248017548,127.0.0.1:1151 -> 127.0.0.1:8088
2777,jJi2GHwBASTB4nx9RRW1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6096606369480971,0.4771375767924662,0.9859865932486288,127.0.0.1:1151 -> 127.0.0.1:8088
2779,S5i2GHwBASTB4nx9RRWZ,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6124739584623053,0.4509671848265166,0.9768437757707782,127.0.0.1:1151 -> 127.0.0.1:8088
2781,jpi2GHwBASTB4nx9RxWx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5777886813295359,0.2353522736083413,0.9791058492389234,127.0.0.1:1151 -> 127.0.0.1:8088
2783,zpi2GHwBASTB4nx9RxWy,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6060979662339028,0.9266859593229816,0.984793453383969,127.0.0.1:1151 -> 127.0.0.1:8088
2785,0pi2GHwBASTB4nx9RxWy,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6158855315459179,0.0306064933019361,0.9656539701105028,127.0.0.1:1151 -> 127.0.0.1:8088
2787,1pi2GHwBASTB4nx9RxWy,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6027048180338859,0.9504895219393388,0.9869657262793984,127.0.0.1:1151 -> 127.0.0.1:8088
2789,2pi2GHwBASTB4nx9RxWz,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5690522305849895,0.2345385739049921,0.9793741273650156,127.0.0.1:1151 -> 127.0.0.1:8088
2791,3pi2GHwBASTB4nx9RxWz,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5881797773765166,0.944736042280759,0.9844073846890375,127.0.0.1:1151 -> 127.0.0.1:8088
2793,4pi2GHwBASTB4nx9RxWz,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5975381837396242,0.4583168799657068,0.9831896046962408,127.0.0.1:1151 -> 127.0.0.1:8088
2795,5pi2GHwBASTB4nx9RxWz,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5703961278366457,0.9362856843088796,0.9814685917714612,127.0.0.1:1151 -> 127.0.0.1:8088
2798,qpi2GHwBASTB4nx9RxWx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6265205655019241,0.9302195575733746,0.985461621345,127.0.0.1:1151 -> 127.0.0.1:8088
2800,rpi2GHwBASTB4nx9RxWx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5463203140401964,0.9504484708643952,0.9832297128205396,127.0.0.1:1151 -> 127.0.0.1:8088
2802,spi2GHwBASTB4nx9RxWx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5729678079060385,0.1134874620408459,0.9719593766771804,127.0.0.1:1151 -> 127.0.0.1:8088
2804,9pi2GHwBASTB4nx9RxWz,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5904729662339027,0.9442646689500452,0.985403524999758,127.0.0.1:1151 -> 127.0.0.1:8088
2806,-pi2GHwBASTB4nx9RxWz,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6197571133636853,0.94385535483752,0.9838896748962408,127.0.0.1:1151 -> 127.0.0.1:8088
2808,_pi2GHwBASTB4nx9RxWz,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5964377945033124,0.9266049398189276,0.9868541589130198,127.0.0.1:1151 -> 127.0.0.1:8088
2809,tpi2GHwBASTB4nx9RxWx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5890456709041033,0.94230195234616,0.9879784980376788,127.0.0.1:1151 -> 127.0.0.1:8088
2811,Api2GHwBASTB4nx9MxL8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5934553803686076,0.4563010237845494,0.9791128801300792,127.0.0.1:1151 -> 127.0.0.1:8088
2812,Kpi2GHwBASTB4nx9NBJp,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6004116291764998,0.0605592268423432,0.9710537921280762,127.0.0.1:1151 -> 127.0.0.1:8088
2813,Cpi2GHwBASTB4nx9MxL8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.558913905371192,0.9425241218998104,0.9839876619818282,127.0.0.1:1151 -> 127.0.0.1:8088
2816,Lpi2GHwBASTB4nx9NBJp,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6258730392636769,0.2419423120447986,0.9767798901461572,127.0.0.1:1151 -> 127.0.0.1:8088
2817,Dpi2GHwBASTB4nx9MxL8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5934553803686075,0.9534784034009606,0.9886171781104398,127.0.0.1:1151 -> 127.0.0.1:8088
2819,Npi2GHwBASTB4nx9NBJp,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.602964884362297,0.935033553748778,0.9854382980324476,127.0.0.1:1151 -> 127.0.0.1:8088
2820,Hpi2GHwBASTB4nx9MxL8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.580443759477072,0.9512671182968484,0.9870351443911544,127.0.0.1:1151 -> 127.0.0.1:8088
2822,mpi2GHwBASTB4nx9PhNT,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6041993830224429,0.9534297553947236,0.9891995847048142,127.0.0.1:1151 -> 127.0.0.1:8088
2825,jpi2GHwBASTB4nx9PROt,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5868013268218791,0.4556643258449849,0.9830932017359568,127.0.0.1:1151 -> 127.0.0.1:8088
2827,kpi2GHwBASTB4nx9PROt,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6346019143784519,0.4491109010324845,0.9756424687621478,127.0.0.1:1151 -> 127.0.0.1:8088
